"32","0101A045","A04.5","Энтерит, вызванный Campylobacter","26",,1,
"33","0101A046","A04.6","Энтерит, вызванный Yersinia enterocolitica","26",,1,
"34","0101A047","A04.7","Энтероколит, вызванный Clostridium difficile","26",,1,
"35","0101A048","A04.8","Другие уточненные бактериальные кишечные инфекции","26",,1,
"36","0101A049","A04.9","Бактериальная кишечная инфекция неуточненная","26",,1,
"37","0101A05","A05","Другие бактериальные пищевые отравления","2",,1,
"38","0101A050","A05.0","Стафилококковое пищевое отравление","37",,1,
"39","0101A051","A05.1","Ботулизм","37",,1,
"40","0101A052","A05.2","Пищевое отравление, вызванное Clostridium perfringens [Clostridium weichii] ","37",,1,
"41","0101A053","A05.3","Пищевое отравление, вызванное Vibrio parahaemolyticus","37",,1,
"42","0101A054","A05.4","Пищевое отравление, вызванное Bacillus cereus","37",,1,
"43","0101A058","A05.8","Другие уточненные бактериальные пищевые отравления","37",,1,
"44","0101A059","A05.9","Бактериальное пищевое отравление неуточненное","37",,1,
"45","0101A06","A06","Амебиаз","2",,1,
"46","0101A060","A06.0","Острая амебная дизентерия","45",,1,
"47","0101A061","A06.1","Хронический кишечный амебиаз","45",,1,
"48","0101A062","A06.2","Амебный недизентерийный колит","45",,1,
"49","0101A063","A06.3","Амебома кишечника","45",,1,
"50","0101A064","A06.4","Амебный абсцесс печени","45",,1,
"51","0101A065","A06.5","Амебный абсцесс легкого (J99.8*)","45","1",1,
"52","0101A066","A06.6","Амебный абсцесс головного мозга (G07*)","45","1",1,
"53","0101A067","A06.7","Кожный амебиаз","45",,1,
"54","0101A068","A06.8","Амебная инфекция другой локализации","45",,1,
"55","0101A069","A06.9","Амебиаз неуточненный","45",,1,
"56","0101A07","A07","Другие протозойные кишечные болезни","2",,1,
"57","0101A070","A07.0","Балантидиаз","56",,1,
"58","0101A071","A07.1","Жиардиаз [лямблиоз]","56",,1,
"59","0101A072","A07.2","Криптоспоридиоз","56",,1,
"60","0101A073","A07.3","Изоспороз","56",,1,
"61","0101A078","A07.8","Другие уточненные протозойные кишечные болезни","56",,1,
"62","0101A079","A07.9","Протозойная кишечная болезнь неуточненная","56",,1,
"63","0101A08","A08","Вирусные и другие уточненные кишечные инфекции","2",,1,
"64","0101A080","A08.0","Ротавирусный энтерит","63",,1,
"65","0101A081","A08.1","Острая гастроэнтеропатия, вызванная возбудителем Норволк","63",,1,
"66","0101A082","A08.2","Аденовирусный энтерит","63",,1,
"67","0101A083","A08.3","Другие вирусные энтериты","63",,1,
"68","0101A084","A08.4","Вирусная кишечная инфекция неуточненная","63",,1,
"69","0101A085","A08.5","Другие уточненные кишечные инфекции","63",,1,
"70","0101A09","A09","Диарея и гастроэнтерит предположительно инфекционного происхождения","2",,1,
"14794","0101A090","A09.0","Другой и неуточненный гастроэнтерит и колит инфекционного происхождения","70",,1,"01.01.2015"
"14795","0101A099","A09.9","Гастроэнтерит и колит неуточненного происхождения","70",,1,"01.01.2015"
"71","0102",,"ТУБЕРКУЛЕЗ (A15-A19)","1",,1,
"72","0102A15","A15","Туберкулез органов дыхания, подтвержденный бактериологически и гистологически","71",,1,
"73","0102A150","A15.0","Туберкулез легких, подтвержденный бактериоскопически с наличием или отсутствием роста культуры","72",,1,
"74","0102A151","A15.1","Туберкулез легких, подтвержденный только ростом культуры","72",,1,
"75","0102A152","A15.2","Туберкулез легких, подтвержденный гистологически","72",,1,
"76","0102A153","A15.3","Туберкулез легких, подтвержденный неуточненными методами","72",,1,
"77","0102A154","A15.4","Туберкулез внутригрудных лимфатических узлов, подтвержденный бактериологически и гистологически","72",,1,
"78","0102A155","A15.5","Туберкулез гортани, трахеи и бронхов, подтвержденный бактериологически и гистологически","72",,1,
"79","0102A156","A15.6","Туберкулезный плеврит, подтвержденный бактериологически и гистологически","72",,1,
"80","0102A157","A15.7","Первичный туберкулез органов дыхания, подтвержденный бактериологически и гистологически","72",,1,
"81","0102A158","A15.8","Туберкулез других органов дыхания, подтвержденный бактериологически и гистологически","72",,1,
"82","0102A159","A15.9","Туберкулез органов дыхания неуточненной локализации, подтвержденный бактериологически и гистологически","72",,1,
"83","0102A16","A16","Туберкулез органов дыхания, не подтвержденный бактериологически или гистологически","71",,1,
"84","0102A160","A16.0","Туберкулез легких при отрицательных результатах бактериологических и гистологических исследований","83",,1,
"85","0102A161","A16.1","Туберкулез легких без проведения бактериологического и гистологического исследований","83",,1,
"86","0102A162","A16.2","Туберкулез легких без упоминания о бактериологическом или гистологическом подтверждении","83",,1,
"87","0102A163","A16.3","Туберкулез внутригрудных лимфатических узлов без упоминания о бактериологическом или гистологическом подтверждении","83",,1,
"88","0102A164","A16.4","Туберкулез гортани, трахеи и бронхов без упоминания о бактериологическом или гистологическом подтверждении","83",,1,
"89","0102A165","A16.5","Туберкулезный плеврит без упоминания о бактериологическом или гистологическом подтверждении","83",,1,
"90","0102A167","A16.7","Первичный туберкулез органов дыхания без упоминания о бактериологическом или гистологическом подтверждении","83",,1,
"91","0102A168","A16.8","Туберкулез других органов дыхания без упоминания о бактериологическом или гистологическом подтверждении","83",,1,
"92","0102A169","A16.9","Туберкулез органов дыхания неуточненной локализации без упоминания о бактериологическом или гистологическом подтверждении","83",,1,
"93","0102A17","A17","Туберкулез нервной системы","71","1",1,
"94","0102A170","A17.0","Туберкулезный менингит (G01*)","93","1",1,
"95","0102A171","A17.1","Менингеальная туберкулема (G07*)","93","1",1,
"96","0102A178","A17.8","Туберкулез нервной системы другой локализаций","93","1",1,
"97","0102A179","A17.9","Туберкулез нервной системы неуточненный (G99.8*)","93","1",1,
"98","0102A18","A18","Туберкулез других органов","71",,1,
"99","0102A180","A18.0","Туберкулез костей и суставов","98","1",1,
"100","0102A181","A18.1","Туберкулез мочеполовых органов","98","1",1,
"101","0102A182","A18.2","Туберкулезная периферическая лимфаденопатия","98",,1,
"102","0102A183","A18.3","Туберкулез кишечника, брюшины и брыжеечных лимфатических узлов","98",,1,
"103","0102A184","A18.4","Туберкулез кожи и подкожной клетчатки","98",,1,
"104","0102A185","A18.5","Туберкулез глаза","98","1",1,
"105","0102A186","A18.6","Туберкулез уха","98","1",1,
"106","0102A187","A18.7","Туберкулез надпочечников (E35.1*)","98","1",1,
"107","0102A188","A18.8","Туберкулез других уточненных органов","98","1",1,
"108","0102A19","A19","Милиарный туберкулез","71",,1,
"109","0102A190","A19.0","Острый милиарный туберкулез одной уточненной локализации","108",,1,
"110","0102A191","A19.1","Острый милиарный туберкулез множественной локализации","108",,1,
"111","0102A192","A19.2","Острый милиарный туберкулез неуточненной локализации","108",,1,
"112","0102A198","A19.8","Другие формы милиарного туберкулеза","108",,1,
"113","0102A199","A19.9","Милиарный туберкулез неуточненной локализации","108",,1,
"114","0103",,"НЕКОТОРЫЕ БАКТЕРИАЛЬНЫЕ ЗООНОЗЫ (A20-A28)","1",,1,
"115","0103A20","A20","Чума","114",,1,
"116","0103A200","A20.0","Бубонная чума","115",,1,
"117","0103A201","A20.1","Целлюлярнокожная чума","115",,1,
"118","0103A202","A20.2","Легочная чума","115",,1,
"119","0103A203","A20.3","Чумной менингит","115",,1,
"120","0103A207","A20.7","Септическая чума","115",,1,
"121","0103A208","A20.8","Другие формы чумы","115",,1,
"122","0103A209","A20.9","Чума неуточненная","115",,1,
"123","0103A21","A21","Туляремия","114",,1,
"124","0103A210","A21.0","Ульцерогландулярная туляремия","123",,1,
"125","0103A211","A21.1","Окулогландулярная туляремия","123",,1,
"126","0103A212","A21.2","Легочная туляремия","123",,1,
"127","0103A213","A21.3","Желудочно-кишечная туляремия","123",,1,
"128","0103A217","A21.7","Генерализованная туляремия","123",,1,
"129","0103A218","A21.8","Другие формы туляремии","123",,1,
"130","0103A219","A21.9","Туляремия неуточненная","123",,1,
"131","0103A22","A22","Сибирская язва","114",,1,
"132","0103A220","A22.0","Кожная форма сибирской язвы","131",,1,
"133","0103A221","A22.1","Легочная форма сибирской язвы","131",,1,
"134","0103A222","A22.2","Желудочно-кишечная форма сибирской язвы","131",,1,
"135","0103A227","A22.7","Сибиреязвенная септицемия","131",,1,
"136","0103A228","A22.8","Другие формы сибирской язвы","131",,1,
"137","0103A229","A22.9","Сибирская язва неуточненная","131",,1,
"138","0103A23","A23","Бруцеллез","114",,1,
"139","0103A230","A23.0","Бруцеллез, вызванный Brucella melitensis","138",,1,
"140","0103A231","A23.1","Бруцеллез, вызванный Brucella abortus","138",,1,
"141","0103A232","A23.2","Бруцеллез, вызванный Brucella suis","138",,1,
"142","0103A233","A23.3","Бруцеллез, вызванный Brucella canis","138",,1,
"143","0103A238","A23.8","Другие формы бруцеллеза","138",,1,
"144","0103A239","A23.9","Бруцеллез неуточненный","138",,1,
"145","0103A24","A24","Сап и мелиоидоз","114",,1,
"146","0103A240","A24.0","Сап","145",,1,
"147","0103A241","A24.1","Острый или молниеносный мелиоидоз","145",,1,
"148","0103A242","A24.2","Подострый и хронический мелиоидоз","145",,1,
"149","0103A243","A24.3","Другой уточненный мелиоидоз","145",,1,
"150","0103A244","A24.4","Мелиоидоз неуточненный","145",,1,
"151","0103A25","A25","Лихорадка от укуса крыс","114",,1,
"152","0103A250","A25.0","Спириллез","151",,1,
"153","0103A251","A25.1","Стрептобациллез","151",,1,
"154","0103A259","A25.9","Лихорадка от укуса крыс неуточненная","151",,1,
"155","0103A26","A26","Эризипелоид","114",,1,
"156","0103A260","A26.0","Кожный эризипелоид","155",,1,
"157","0103A267","A26.7","Септицемия, вызванная Erysipelothrix","155",,1,
"158","0103A268","A26.8","Другие формы эризипелоида","155",,1,
"159","0103A269","A26.9","Эризипелоид неуточненный","155",,1,
"160","0103A27","A27","Лептоспироз","114",,1,
"161","0103A270","A27.0","Лептоспироз желтушно-геморрагический","160",,1,
"162","0103A278","A27.8","Другие формы лептоспироза","160",,1,
"163","0103A279","A27.9","Лептоспироз неуточненный","160",,1,
"164","0103A28","A28","Другие бактериальные зоонозы, не классифицированные в других рубриках","114",,1,
"165","0103A280","A28.0","Пастереллез","164",,1,
"166","0103A281","A28.1","Лихорадка от кошачьих царапин","164",,1,
"167","0103A282","A28.2","Экстраинтестинальный иерсиниоз","164",,1,
"168","0103A288","A28.8","Другие уточненные бактериальные зоонозы, не классифицированные в других рубриках","164",,1,
"169","0103A289","A28.9","Бактериальные зоонозы неуточненные","164",,1,
"170","0104",,"ДРУГИЕ БАКТЕРИАЛЬНЫЕ БОЛЕЗНИ (A30-A49)","1",,1,
"171","0104A30","A30","Лепра [болезнь Гансена]","170",,1,
"172","0104A300","A30.0","Недифференцированная лепра","171",,1,
"173","0104A301","A30.1","Туберкулоидная лепра","171",,1,
"174","0104A302","A30.2","Пограничная туберкулоидная лепра","171",,1,
"175","0104A303","A30.3","Пограничная лепра","171",,1,
"176","0104A304","A30.4","Пограничная лепроматозная лепра","171",,1,
"177","0104A305","A30.5","Лепроматозная лепра","171",,1,
"178","0104A308","A30.8","Другие формы лепры","171",,1,
"179","0104A309","A30.9","Лепра неуточненная","171",,1,
"180","0104A31","A31","Инфекции, вызванные другими микобактериями","170",,1,
"181","0104A310","A31.0","Легочная инфекция, вызванная Mycobacterium","180",,1,
"182","0104A311","A31.1","Кожная инфекция, вызванная Mycobacterium","180",,1,
"183","0104A318","A31.8","Другие инфекции, вызванные Mycobacterium","180",,1,
"184","0104A319","A31.9","Инфекция, вызванная Mycobacterium, неуточненная","180",,1,
"185","0104A32","A32","Листериоз","170",,1,
"186","0104A320","A32.0","Кожный листериоз","185",,1,
"187","0104A321","A32.1","Листериозный менингит и менингоэнцефалит","185","1",1,
"188","0104A327","A32.7","Листериозная септицемия","185",,1,
"189","0104A328","A32.8","Другие формы листериоза","185",,1,
"190","0104A329","A32.9","Листериоз неуточненный","185",,1,
"191","0104A33","A33","Столбняк новорожденного","170",,1,
"192","0104A34","A34","Акушерский столбняк","170",,1,
"193","0104A35","A35","Другие формы столбняка","170",,1,
"194","0104A36","A36","Дифтерия","170",,1,
"195","0104A360","A36.0","Дифтерия глотки","194",,1,
"196","0104A361","A36.1","Дифтерия носоглотки","194",,1,
"197","0104A362","A36.2","Дифтерия гортани","194",,1,
"198","0104A363","A36.3","Дифтерия кожи","194",,1,
"199","0104A368","A36.8","Другая дифтерия","194",,1,
"200","0104A369","A36.9","Дифтерия неуточненная","194",,1,
"201","0104A37","A37","Коклюш","170",,1,
"202","0104A370","A37.0","Коклюш, вызванный Bordetella pertussis","201",,1,
"203","0104A371","A37.1","Коклюш, вызванный Bordetella parapertussis","201",,1,
"204","0104A378","A37.8","Коклюш, вызванный другим уточненным возбудителем вида Bordetella","201",,1,
"205","0104A379","A37.9","Коклюш неуточненный","201",,1,
"206","0104A38","A38","Скарлатина","170",,1,
"207","0104A39","A39","Менингококковая инфекция","170",,1,
"208","0104A390","A39.0","Менингококковый менингит (G01*)","207",,1,
"209","0104A391","A39.1","Синдром Уотерхауса-Фридериксена (E35.1*)","207","1",1,
"210","0104A392","A39.2","Острая менингококкемия","207",,1,
"211","0104A393","A39.3","Хроническая менингококкемия","207",,1,
"212","0104A394","A39.4","Менингококкемия неуточненная","207",,1,
"213","0104A395","A39.5","Менингококковая болезнь сердца","207","1",1,
"214","0104A398","A39.8","Другие менингококковые инфекции","207",,1,
"215","0104A399","A39.9","Менингококковая инфекция неуточненная","207",,1,
"216","0104A40","A40","Стрептококковая септицемия","170",,1,
"217","0104A400","A40.0","Септицемия, вызванная стрептококком группы A","216",,1,
"218","0104A401","A40.1","Септицемия, вызванная стрептококком группы B","216",,1,
"219","0104A402","A40.2","Септицемия, вызванная стрептококком группы D","216",,1,
"220","0104A403","A40.3","Септицемия, вызванная Streptococcus pneumoniae","216",,1,
"221","0104A408","A40.8","Другие стрептококковые септицемии","216",,1,
"222","0104A409","A40.9","Стрептококковая септицемия неуточненная","216",,1,
"223","0104A41","A41","Другая септицемия","170",,1,
"224","0104A410","A41.0","Септицемия, вызванная Staphylococcus aureus","223",,1,
"225","0104A411","A41.1","Септицемия, вызванная другим уточненным стафилококком","223",,1,
"226","0104A412","A41.2","Септицемия, вызванная неуточненным стафилококком","223",,1,
"227","0104A413","A41.3","Септицемия, вызванная Haemophilus influenzae","223",,1,
"228","0104A414","A41.4","Септицемия, вызванная анаэробами","223",,1,
"229","0104A415","A41.5","Септицемия, вызванная другими грамотрицательными микроорганизмами","223",,1,
"230","0104A418","A41.8","Другая уточненная септицемия","223",,1,
"231","0104A419","A41.9","Септицемия неуточненная","223",,1,
"232","0104A42","A42","Актиномикоз","170",,1,
"233","0104A420","A42.0","Легочный актиномикоз","232",,1,
"234","0104A421","A42.1","Абдоминальный актиномикоз","232",,1,
"235","0104A422","A42.2","Шейно-лицевой актиномикоз","232",,1,
"236","0104A427","A42.7","Актиномикозная септицемия","232",,1,
"237","0104A428","A42.8","Другие актиномикозы","232",,1,
"238","0104A429","A42.9","Актиномикоз неуточненный","232",,1,
"239","0104A43","A43","Нокардиоз","170",,1,
"240","0104A430","A43.0","Легочный нокардиоз","239",,1,
"241","0104A431","A43.1","Нокардиоз кожи","239",,1,
"242","0104A438","A43.8","Другие формы нокардиоза","239",,1,
"243","0104A439","A43.9","Нокардиоз неуточненный","239",,1,
"244","0104A44","A44","Бартонеллез","170",,1,
"245","0104A440","A44.0","Системный бартонеллез","244",,1,
"246","0104A441","A44.1","Кожный и кожно-слизистый бартонеллез","244",,1,
"247","0104A448","A44.8","Другие бартонеллезы","244",,1,
"248","0104A449","A44.9","Бартонеллез неуточненный","244",,1,
"249","0104A46","A46","Рожа","170",,1,
"250","0104A48","A48","Другие бактериальные болезни, не классифицированные в других рубриках","170",,1,
"251","0104A480","A48.0","Газовая гангрена","250",,1,
"252","0104A481","A48.1","Болезнь легионеров","250",,1,
"253","0104A482","A48.2","Болезнь легионеров без пневмонии [лихорадка Понтиак]","250",,1,
"254","0104A483","A48.3","Синдром токсического шока","250",,1,
"255","0104A484","A48.4","Бразильская пурпурная лихорадка","250",,1,
"256","0104A488","A48.8","Другие уточненные бактериальные болезни","250",,1,
"257","0104A49","A49","Бактериальная инфекция неуточненной локализации","170",,1,
"258","0104A490","A49.0","Стафилококковая инфекция неуточненная","257",,1,
"259","0104A491","A49.1","Стрептококковая инфекция неуточненная","257",,1,
"260","0104A492","A49.2","Инфекция, вызванная Haemophilus influenzae, неуточненная","257",,1,
"261","0104A493","A49.3","Инфекция, вызванная микоплазмой, неуточненная","257",,1,
"262","0104A498","A49.8","Другие бактериальные инфекции неуточненной локализации","257",,1,
"263","0104A499","A49.9","Бактериальная инфекция неуточненная","257",,1,
"264","0105",,"ИНФЕКЦИИ, ПЕРЕДАЮЩИЕСЯ ПРЕИМУЩЕСТВЕННО ПОЛОВЫМ ПУТЕМ (A50-A64)","1",,1,
"265","0105A50","A50","Врожденный сифилис","264",,1,
"266","0105A500","A50.0","Ранний врожденный сифилис с симптомами","265",,1,
"267","0105A501","A50.1","Ранний врожденный сифилис скрытый","265",,1,
"268","0105A502","A50.2","Ранний врожденный сифилис неуточненный","265",,1,
"269","0105A503","A50.3","Позднее врожденное сифилитическое поражение глаз","265",,1,
"270","0105A504","A50.4","Поздний врожденный нейросифилис [ювенильный нейросифилис]","265",,1,
"271","0105A505","A50.5","Другие формы позднего врожденного сифилиса с симптомами","265",,1,
"272","0105A506","A50.6","Поздний врожденный сифилис скрытый","265",,1,
"273","0105A507","A50.7","Поздний врожденный сифилис неуточненный","265",,1,
"274","0105A509","A50.9","Врожденный сифилис неуточненный","265",,1,
"275","0105A51","A51","Ранний сифилис","264",,1,
"276","0105A510","A51.0","Первичный сифилис половых органов","275",,1,
"277","0105A511","A51.1","Первичный сифилис анальной области","275",,1,
"278","0105A512","A51.2","Первичный сифилис других локализаций","275",,1,
"279","0105A513","A51.3","Вторичный сифилис кожи и слизистых оболочек","275",,1,
"280","0105A514","A51.4","Другие формы вторичного сифилиса","275",,1,
"281","0105A515","A51.5","Ранний сифилис скрытый","275",,1,
"282","0105A519","A51.9","Ранний сифилис неуточненный","275",,1,
"283","0105A52","A52","Поздний сифилис","264",,1,
"284","0105A520","A52.0","Сифилис сердечно-сосудистой системы","283","1",1,
"285","0105A521","A52.1","Нейросифилис с симптомами","283",,1,
"286","0105A522","A52.2","Асимптомный нейросифилис","283",,1,
"287","0105A523","A52.3","Нейросифилис неуточненный","283",,1,
"288","0105A527","A52.7","Другие симптомы позднего сифилиса","283",,1,
"289","0105A528","A52.8","Поздний сифилис скрытый","283",,1,
"290","0105A529","A52.9","Поздний сифилис неуточненный","283",,1,
"291","0105A53","A53","Другие и неуточненные формы сифилиса","264",,1,
"292","0105A530","A53.0","Скрытый сифилис, неуточненный как ранний или поздний","291",,1,
"293","0105A539","A53.9","Сифилис неуточненный","291",,1,
"294","0105A54","A54","Гонококковая инфекция","264",,1,
"295","0105A540","A54.0","Гонококковая инфекция нижних отделов мочеполового тракта без абсцедирования периуретральных или придаточных желез","294",,1,
"296","0105A541","A54.1","Гонококковая инфекция нижних отделов мочеполового тракта с абсцедированием периуретральных и придаточных желез","294",,1,
"297","0105A542","A54.2","Гонококковая пельвиоперитонит и другая гонококковая инфекция мочеполовых органов","294","1",1,
"298","0105A543","A54.3","Гонококковая инфекция глаз","294",,1,
"299","0105A544","A54.4","Гонококковая инфекция костно-мышечной системы","294","1",1,
"300","0105A545","A54.5","Гонококковый фарингит","294",,1,
"301","0105A546","A54.6","Гонококковая инфекция аноректальной области","294",,1,
"302","0105A548","A54.8","Другие гонококковые инфекции","294",,1,
"303","0105A549","A54.9","Гонококковая инфекция неуточненная","294",,1,
"304","0105A55","A55","Хламидийная лимфогранулема (венерическая)","264",,1,
"305","0105A56","A56","Другие хламидийные болезни, передающиеся половым путем","264",,1,
"306","0105A560","A56.0","Хламидийные инфекции нижних отделов мочеполового тракта","305",,1,
"307","0105A561","A56.1","Хламидийные инфекции органов малого таза и других мочеполовых органов","305",,1,
"308","0105A562","A56.2","Хламидийная инфекция мочеполового тракта неуточненная","305",,1,
"309","0105A563","A56.3","Хламидийная инфекция аноректальной области","305",,1,
"310","0105A564","A56.4","Хламидийный фарингит","305",,1,
"311","0105A568","A56.8","Хламидийные инфекции, передающиеся половым путем, другой локализации","305",,1,
"312","0105A57","A57","Шанкроид","264",,1,
"313","0105A58","A58","Паховая гранулема","264",,1,
"314","0105A59","A59","Трихомониаз","264",,1,
"315","0105A590","A59.0","Урогенитальный трихомониаз","314",,1,
"316","0105A598","A59.8","Трихомониаз других локализаций","314",,1,
"317","0105A599","A59.9","Трихомониаз неуточненный","314",,1,
"318","0105A60","A60","Аногенитальная герпетическая вирусная инфекция [herpes simplex]","264",,1,
"319","0105A600","A60.0","Герпетические инфекции половых органов и мочеполового тракта","318",,1,
"320","0105A601","A60.1","Герпетические инфекции перианальных кожных покровов и прямой кишки","318",,1,
"321","0105A609","A60.9","Аногенитальная герпетическая инфекция неуточненная","318",,1,
"322","0105A63","A63","Другие болезни, передающиеся преимущественно половым путем, не классифицированные в других рубриках","264",,1,
"323","0105A630","A63.0","Аногенитальные (венерические) бородавки","322",,1,
"324","0105A638","A63.8","Другие уточненные заболевания, передающиеся преимущественно половым путем","322",,1,
"325","0105A64","A64","Болезни, передающиеся половым путем, неуточненные","264",,1,
"326","0106",,"ДРУГИЕ БОЛЕЗНИ, ВЫЗЫВАЕМЫЕ СПИРОХЕТАМИ (A65-A69)","1",,1,
"327","0106A65","A65","Невенерический сифилис","326",,1,
"328","0106A66","A66","Фрамбезия","326",,1,
"329","0106A660","A66.0","Первичные фрамбезийные поражения","328",,1,
"330","0106A661","A66.1","Множественные папилломы и пианома подошвенная","328",,1,
"331","0106A662","A66.2","Другие ранние кожные фрамбезийные поражения","328",,1,
"332","0106A663","A66.3","Фрамбезийный гиперкератоз","328",,1,
"333","0106A664","A66.4","Фрамбезийные гуммы и язвы","328",,1,
"334","0106A665","A66.5","Гангоза","328",,1,
"335","0106A666","A66.6","Фрамбезийные поражения костей и суставов","328",,1,
"336","0106A667","A66.7","Другие проявления фрамбезии","328",,1,
"337","0106A668","A66.8","Латентная фрамбезия","328",,1,
"338","0106A669","A66.9","Фрамбезия неуточненная","328",,1,
"339","0106A67","A67","Пинта [карате]","326",,1,
"340","0106A670","A67.0","Первичные поражения при пинте","339",,1,
"341","0106A671","A67.1","Промежуточные поражения при пинте","339",,1,
"342","0106A672","A67.2","Поздние поражения при пинте","339",,1,
"343","0106A673","A67.3","Смешанные поражения при пинте","339",,1,
"344","0106A679","A67.9","Пинта неуточненная","339",,1,
"345","0106A68","A68","Возвратные лихорадки","326",,1,
"346","0106A680","A68.0","Вшивая возвратная лихорадка","345",,1,
"347","0106A681","A68.1","Эпидемический возвратный тиф","345",,1,
"348","0106A689","A68.9","Возвратная лихорадка неуточненная","345",,1,
"349","0106A69","A69","Другие инфекции, вызванные спирохетами","326",,1,
"350","0106A690","A69.0","Некротизирующий язвенный стоматит","349",,1,
"351","0106A691","A69.1","Другие инфекции Венсана","349",,1,
"352","0106A692","A69.2","Болезнь Лайма","349",,1,
"353","0106A698","A69.8","Другие уточненные спирохетозные инфекции","349",,1,
"354","0106A699","A69.9","Спирохетозная инфекция неуточненная","349",,1,
"355","0107",,"ДРУГИЕ БОЛЕЗНИ, ВЫЗЫВАЕМЫЕ ХЛАМИДИЯМИ (A70-A74)","1",,1,
"356","0107A70","A70","Инфекция, вызываемая Chlamydia psittaci","355",,1,
"357","0107A71","A71","Трахома","355",,1,
"358","0107A710","A71.0","Начальная стадия трахомы","357",,1,
"359","0107A711","A71.1","Активная стадия трахомы","357",,1,
"360","0107A719","A71.9","Трахома неуточненная","357",,1,
"361","0107A74","A74","Другие болезни, вызываемые хламидиями","355",,1,
"362","0107A740","A74.0","Хламидийный конъюнктивит (H13.1*)","361",,1,
"363","0107A748","A74.8","Другие хламидийные болезни","361",,1,
"364","0107A749","A74.9","Хламидийная инфекция неуточненная","361",,1,
"365","0108",,"РИККЕТСИОЗЫ (A75-A79)","1",,1,
"366","0108A75","A75","Сыпной тиф","365",,1,
"367","0108A750","A75.0","Эпидемический вшивый тиф, вызываемый Rickettsia prowazekii","366",,1,
"368","0108A751","A75.1","Рецидивирующий тиф [болезнь Брилла]","366",,1,
"369","0108A752","A75.2","Тиф, вызываемый Rickettsia typhi","366",,1,
"370","0108A753","A75.3","Тиф, вызываемый Rickettsia tsutsugamushi","366",,1,
"371","0108A759","A75.9","Сыпной тиф неуточненный","366",,1,
"372","0108A77","A77","Пятнистая лихорадка [клещевые риккетсиозы]","365",,1,
"373","0108A770","A77.0","Пятнистая лихорадка, вызываемая Rickettsia rickettsii","372",,1,
"374","0108A771","A77.1","Пятнистая лихорадка, вызываемая Rickettsia conorii","372",,1,
"375","0108A772","A77.2","Пятнистая лихорадка, вызываемая Rickettsia siberica","372",,1,
"376","0108A773","A77.3","Пятнистая лихорадка, вызываемая Rickettsia australis","372",,1,
"377","0108A778","A77.8","Другие пятнистые лихорадки","372",,1,
"378","0108A779","A77.9","Пятнистая лихорадка неуточненная","372",,1,
"379","0108A78","A78","Лихорадка Ку","365",,1,
"380","0108A79","A79","Другие риккетсиозы","365",,1,
"381","0108A790","A79.0","Окопная лихорадка","380",,1,
"382","0108A791","A79.1","Осповидный риккетсиоз, вызываемый Rickettsia akari","380",,1,
"383","0108A798","A79.8","Другие уточненные риккетсиозы","380",,1,
"384","0108A799","A79.9","Риккетсиоз неуточненный","380",,1,
